EmployeeID,Name,Department,Role,Location,ExperienceYears,Age,JobLevel,PerformanceRating,Salary,SalaryBand,Bonus,BenefitsEstimate,JoiningDate,Gender,ManagerID
234,Employee_00234,Finance,Senior Financial Analyst,Noida,3,25,L2,3,825201,D,41260,99024,17-06-2008,Female,252
235,Employee_00235,Engineering,Data Scientist,Noida,3,29,L3,3,969504,D,48475,116340,23-05-2007,Male,998
236,Employee_00236,Engineering,Software Engineer,Mumbai,2,28,L3,3,802016,D,40100,96241,19-01-2011,Male,579
237,Employee_00237,HR,HR Manager,Bangalore,13,35,L8,3,1197958,C,59897,143754,29-06-2017,Other,
238,Employee_00238,Engineering,Backend Engineer,Pune,6,30,L3,4,730702,D,73070,87684,09-12-2012,Other,709
239,Employee_00239,Engineering,Senior Software Engineer,Chennai,2,30,L4,5,1193428,C,214817,143211,16-05-2024,Female,874
240,Employee_00240,Finance,Financial Analyst,Mumbai,8,33,L6,4,1015581,C,101558,121869,25-11-2006,Other,602
241,Employee_00241,Engineering,Backend Engineer,Hyderabad,8,35,L7,4,1365721,C,136572,163886,16-05-2020,Female,
242,Employee_00242,Engineering,Data Scientist,Hyderabad,6,34,L4,5,1045889,C,188260,125506,23-01-2016,Male,534
243,Employee_00243,Engineering,Senior Software Engineer,Hyderabad,6,28,L4,3,1210248,C,60512,145229,22-09-2011,Female,534
244,Employee_00244,HR,HR Executive,Mumbai,10,32,L6,2,784306,D,15686,94116,03-03-2021,Other,310
245,Employee_00245,Engineering,Frontend Engineer,Chennai,5,27,L5,4,923288,D,92328,110794,27-05-2007,Male,1071
246,Employee_00246,Finance,Accountant,Bangalore,9,34,L6,3,892642,D,44632,107117,29-11-2018,Female,121
247,Employee_00247,Engineering,DevOps Engineer,Pune,6,28,L4,4,1020271,C,102027,122432,22-06-2023,Other,656
248,Employee_00248,Engineering,Fullstack Engineer,Hyderabad,5,29,L4,2,916670,D,18333,110000,05-08-2020,Male,879
249,Employee_00249,Finance,Finance Manager,Mumbai,6,28,L3,3,829871,D,41493,99584,28-02-2012,Female,756
250,Employee_00250,Engineering,Frontend Engineer,Chennai,11,36,L8,4,1454306,C,145430,174516,16-04-2011,Female,
251,Employee_00251,Engineering,DevOps Engineer,Bangalore,10,36,L7,3,1354770,C,67738,162572,28-03-2017,Male,
252,Employee_00252,Finance,Billing Specialist,Bangalore,9,34,L7,4,1161615,C,116161,139393,20-11-2020,Male,
253,Employee_00253,Engineering,Frontend Engineer,Mumbai,9,31,L7,4,1455391,C,145539,174646,07-01-2024,Female,
254,Employee_00254,Engineering,Frontend Engineer,Hyderabad,12,34,L9,4,1788877,C,178887,214665,10-10-2019,Male,
255,Employee_00255,HR,HRBP,Pune,5,27,L3,4,494373,E,49437,59324,31-05-2018,Female,310
256,Employee_00256,HR,Learning & Development Specialist,Pune,9,31,L7,5,918052,D,165249,110166,23-08-2025,Other,
257,Employee_00257,Engineering,Data Engineer,Chennai,11,36,L7,4,1353040,C,135304,162364,24-01-2013,Other,896
258,Employee_00258,Engineering,Backend Engineer,Chennai,8,30,L7,2,1329410,C,26588,159529,15-06-2007,Male,288
259,Employee_00259,Engineering,DevOps Engineer,Hyderabad,7,32,L7,5,1311346,C,236042,157361,19-08-2017,Other,400
260,Employee_00260,HR,HRBP,Mumbai,3,25,L3,4,537956,E,53795,64554,19-03-2007,Female,310
261,Employee_00261,HR,HR Manager,Chennai,12,34,L8,3,1406294,C,70314,168755,10-10-2013,Female,
262,Employee_00262,HR,Learning & Development Specialist,Noida,6,32,L5,2,772185,D,15443,92662,21-07-2005,Female,645
263,Employee_00263,Engineering,Senior Software Engineer,Mumbai,10,38,L6,4,1449955,C,144995,173994,05-12-2006,Male,69
264,Employee_00264,Engineering,Data Scientist,Mumbai,7,31,L6,3,1355976,C,67798,162717,04-08-2022,Male,959
265,Employee_00265,HR,Learning & Development Specialist,Pune,7,34,L6,3,863488,D,43174,103618,30-10-2014,Other,301
266,Employee_00266,Finance,Finance Manager,Mumbai,9,31,L5,2,1241901,C,24838,149028,05-03-2023,Other,914
267,Employee_00267,Finance,Financial Analyst,Bangalore,6,28,L4,5,626426,D,112756,75171,10-03-2020,Male,123
268,Employee_00268,HR,HR Manager,Chennai,6,31,L3,4,816247,D,81624,97949,04-06-2012,Other,924
269,Employee_00269,Finance,Finance Manager,Pune,7,29,L5,3,1229701,C,61485,147564,15-02-2019,Male,1012
270,Employee_00270,Engineering,Data Scientist,Noida,1,23,L2,4,920060,D,92006,110407,16-07-2021,Other,531
271,Employee_00271,HR,HR Manager,Pune,6,28,L5,5,994270,D,178968,119312,06-02-2005,Other,875
272,Employee_00272,Engineering,ML Engineer,Hyderabad,7,32,L6,4,1482422,C,148242,177890,21-02-2023,Male,342
273,Employee_00273,Finance,Billing Specialist,Bangalore,6,29,L5,3,844272,D,42213,101312,24-04-2012,Male,64
274,Employee_00274,HR,HRBP,Bangalore,9,33,L6,3,878611,D,43930,105433,24-12-2015,Other,1187
275,Employee_00275,Engineering,DevOps Engineer,Chennai,6,28,L4,4,973306,D,97330,116796,02-03-2018,Male,942
276,Employee_00276,Engineering,DevOps Engineer,Mumbai,9,31,L6,3,1367069,C,68353,164048,03-04-2023,Other,879
277,Employee_00277,Engineering,Tech Lead,Chennai,9,31,L7,3,1899021,B,94951,227882,03-01-2008,Female,998
278,Employee_00278,Engineering,Senior Software Engineer,Hyderabad,4,33,L4,4,1184746,C,118474,142169,17-05-2013,Other,79
279,Employee_00279,Engineering,Data Scientist,Chennai,9,34,L6,4,1412033,C,141203,169443,04-02-2008,Other,896
280,Employee_00280,Finance,Finance Manager,Pune,14,37,L8,4,1526087,C,152608,183130,20-01-2017,Other,
281,Employee_00281,Finance,Senior Financial Analyst,Chennai,10,37,L5,2,1201098,C,24021,144131,24-02-2008,Male,535
282,Employee_00282,Engineering,DevOps Engineer,Pune,11,33,L7,3,1374210,C,68710,164905,20-03-2005,Female,
283,Employee_00283,Finance,Senior Financial Analyst,Hyderabad,7,31,L6,4,1295708,C,129570,155484,03-05-2016,Other,56
284,Employee_00284,Engineering,Frontend Engineer,Pune,11,36,L10,4,1780468,C,178046,213656,03-11-2023,Female,
285,Employee_00285,Engineering,Frontend Engineer,Hyderabad,10,32,L5,4,1097792,C,109779,131735,07-11-2022,Male,981
286,Employee_00286,HR,Talent Acquisition Specialist,Bangalore,6,34,L4,4,607996,D,60799,72959,23-06-2011,Male,631
287,Employee_00287,HR,HRBP,Chennai,6,30,L5,2,632298,D,12645,75875,10-02-2016,Other,1135
288,Employee_00288,Engineering,Backend Engineer,Bangalore,11,33,L7,2,1270689,C,25413,152482,08-03-2017,Female,
289,Employee_00289,Engineering,Backend Engineer,Bangalore,4,26,L5,4,1181361,C,118136,141763,26-11-2009,Female,241
290,Employee_00290,Engineering,Senior Software Engineer,Noida,4,34,L5,3,1428541,C,71427,171424,05-09-2011,Male,282
291,Employee_00291,Engineering,Frontend Engineer,Mumbai,0,30,L2,2,488835,E,9776,58660,14-12-2006,Female,253
292,Employee_00292,Finance,Financial Analyst,Hyderabad,10,41,L5,4,960741,D,96074,115288,10-03-2018,Other,602
293,Employee_00293,Finance,Accountant,Noida,9,35,L7,4,1150714,C,115071,138085,21-09-2008,Other,
294,Employee_00294,Engineering,Data Scientist,Hyderabad,6,29,L3,3,889683,D,44484,106761,15-10-2017,Female,700
295,Employee_00295,Finance,Billing Specialist,Mumbai,2,25,L4,3,650913,D,32545,78109,05-04-2012,Other,212
296,Employee_00296,Engineering,Tech Lead,Mumbai,7,35,L7,2,1923465,B,38469,230815,30-03-2024,Other,598
297,Employee_00297,Engineering,Senior Software Engineer,Hyderabad,3,29,L3,3,971402,D,48570,116568,22-03-2011,Other,388
298,Employee_00298,Engineering,Data Scientist,Noida,8,30,L5,2,1258430,C,25168,151011,15-12-2020,Female,375
299,Employee_00299,Engineering,ML Engineer,Noida,4,28,L4,4,972561,D,97256,116707,14-12-2017,Other,1025
300,Employee_00300,HR,Talent Acquisition Specialist,Noida,7,32,L6,5,837913,D,150824,100549,11-09-2006,Other,1116
301,Employee_00301,HR,HR Executive,Pune,7,29,L7,4,929783,D,92978,111573,01-08-2020,Female,
302,Employee_00302,Engineering,Frontend Engineer,Pune,6,30,L4,3,843841,D,42192,101260,28-06-2024,Other,562
303,Employee_00303,HR,HR Executive,Noida,3,32,L3,3,420491,E,21024,50458,22-08-2020,Female,516
304,Employee_00304,Engineering,Senior Software Engineer,Chennai,4,30,L4,5,1176405,C,211752,141168,21-08-2014,Male,1177
305,Employee_00305,Engineering,Frontend Engineer,Mumbai,4,28,L4,5,833173,D,149971,99980,29-07-2012,Other,423
306,Employee_00306,Engineering,Fullstack Engineer,Hyderabad,2,26,L4,4,950702,D,95070,114084,06-09-2022,Female,10
307,Employee_00307,Engineering,Software Engineer,Bangalore,5,28,L3,3,753504,D,37675,90420,08-10-2023,Female,1086
308,Employee_00308,HR,HR Executive,Bangalore,10,40,L5,2,675401,D,13508,81048,06-01-2005,Female,804
309,Employee_00309,Finance,Senior Financial Analyst,Noida,7,38,L5,5,1085707,C,195427,130284,09-10-2011,Male,539
310,Employee_00310,HR,Talent Acquisition Specialist,Bangalore,12,34,L9,5,1165518,C,209793,139862,05-05-2013,Other,
311,Employee_00311,HR,HR Manager,Bangalore,6,29,L4,3,873466,D,43673,104815,14-04-2021,Other,165
312,Employee_00312,Engineering,ML Engineer,Pune,4,26,L5,3,1252726,C,62636,150327,19-02-2007,Male,1183
313,Employee_00313,Engineering,ML Engineer,Pune,7,29,L5,4,1276470,C,127647,153176,27-01-2010,Other,388
314,Employee_00314,Engineering,Frontend Engineer,Bangalore,0,25,L1,2,548213,E,10964,65785,30-04-2023,Male,834
315,Employee_00315,Finance,Finance Manager,Noida,12,37,L8,3,1453600,C,72680,174432,19-02-2010,Female,
316,Employee_00316,HR,HR Executive,Noida,9,33,L5,3,763100,D,38155,91572,31-03-2013,Female,855
317,Employee_00317,Engineering,Data Scientist,Pune,7,29,L5,3,1241102,C,62055,148932,10-03-2020,Male,147
318,Employee_00318,Finance,Financial Analyst,Chennai,5,32,L5,4,2722900,A,272290,326748,15-11-2014,Female,293
319,Employee_00319,Engineering,ML Engineer,Noida,3,26,L4,4,1197047,C,119704,143645,27-03-2014,Other,509
320,Employee_00320,HR,HRBP,Hyderabad,14,39,L7,3,935363,D,46768,112243,21-02-2008,Male,
321,Employee_00321,HR,Learning & Development Specialist,Noida,7,30,L6,4,876648,D,87664,105197,19-08-2014,Female,54
322,Employee_00322,HR,HR Manager,Hyderabad,5,27,L4,4,773104,D,77310,92772,26-07-2010,Other,943
323,Employee_00323,HR,Learning & Development Specialist,Chennai,4,26,L5,5,751086,D,135195,90130,22-06-2022,Other,331
324,Employee_00324,HR,HR Executive,Noida,7,33,L6,3,826546,D,41327,99185,12-08-2018,Other,19
325,Employee_00325,Engineering,ML Engineer,Noida,9,32,L6,4,1421391,C,142139,170566,24-03-2006,Male,998
326,Employee_00326,Finance,Finance Manager,Pune,5,31,L3,3,896004,D,44800,107520,25-04-2019,Other,681
327,Employee_00327,Engineering,Senior Software Engineer,Chennai,8,30,L5,3,1352254,C,67612,162270,06-02-2012,Male,197
328,Employee_00328,HR,HRBP,Chennai,10,35,L6,4,817998,D,81799,98159,26-04-2020,Male,331
329,Employee_00329,HR,HRBP,Bangalore,11,36,L7,2,920828,D,18416,110499,23-04-2005,Female,
330,Employee_00330,HR,HR Manager,Bangalore,4,27,L3,3,771240,D,38562,92548,05-12-2013,Other,875
331,Employee_00331,HR,Talent Acquisition Specialist,Noida,7,32,L7,4,914361,D,91436,109723,27-04-2014,Female,
332,Employee_00332,Engineering,Data Engineer,Bangalore,6,28,L5,3,974854,D,48742,116982,26-10-2018,Male,664
333,Employee_00333,Finance,Accountant,Bangalore,3,28,L3,5,732460,D,131842,87895,28-08-2025,Male,1197
334,Employee_00334,Engineering,Data Scientist,Chennai,5,33,L4,3,1111893,C,55594,133427,25-03-2019,Other,42
335,Employee_00335,HR,HR Executive,Mumbai,5,28,L5,4,688946,D,68894,82673,27-12-2023,Male,355
336,Employee_00336,HR,HR Executive,Hyderabad,7,31,L5,5,754955,D,135891,90594,09-08-2007,Female,938
337,Employee_00337,Engineering,Fullstack Engineer,Chennai,9,31,L5,4,845687,D,84568,101482,20-08-2021,Other,586
338,Employee_00338,HR,HR Manager,Bangalore,3,26,L2,2,626391,D,12527,75166,25-09-2020,Male,631
339,Employee_00339,Engineering,Data Scientist,Pune,8,34,L6,1,1353880,C,0,162465,25-07-2022,Other,253
340,Employee_00340,Engineering,Tech Lead,Hyderabad,4,29,L4,4,1281688,C,128168,153802,09-07-2022,Female,807
341,Employee_00341,Finance,Financial Analyst,Bangalore,7,32,L6,3,979566,D,48978,117547,07-02-2011,Other,914
342,Employee_00342,Engineering,Senior Software Engineer,Mumbai,10,33,L7,3,1647816,C,82390,197737,28-01-2019,Male,
343,Employee_00343,Engineering,Frontend Engineer,Pune,5,27,L5,5,1036165,C,186509,124339,16-03-2016,Other,233
344,Employee_00344,Engineering,Data Scientist,Mumbai,2,24,L2,3,917693,D,45884,110123,23-04-2007,Other,660
345,Employee_00345,Engineering,Senior Software Engineer,Hyderabad,4,31,L5,5,1301551,C,234279,156186,27-12-2005,Male,288
346,Employee_00346,HR,HR Manager,Bangalore,9,31,L6,3,1292584,C,64629,155110,22-08-2025,Male,742
347,Employee_00347,HR,HR Manager,Bangalore,9,33,L7,5,1324139,C,238345,158896,06-01-2021,Other,261
348,Employee_00348,Engineering,Data Engineer,Hyderabad,6,28,L4,3,936797,D,46839,112415,17-07-2025,Other,51
349,Employee_00349,Finance,Accountant,Mumbai,13,37,L7,4,1060775,C,106077,127293,06-09-2007,Other,
350,Employee_00350,Engineering,Software Engineer,Hyderabad,2,24,L2,3,696033,D,34801,83523,12-01-2006,Female,149
351,Employee_00351,HR,HR Executive,Pune,4,29,L4,4,714856,D,71485,85782,21-12-2011,Female,19
352,Employee_00352,Engineering,Senior Software Engineer,Chennai,9,31,L6,5,2968169,A,534270,356180,24-08-2017,Female,926
353,Employee_00353,HR,Learning & Development Specialist,Hyderabad,6,29,L4,4,726255,D,72625,87150,25-01-2016,Male,702
354,Employee_00354,Engineering,Backend Engineer,Hyderabad,7,37,L5,4,2493363,B,249336,299203,24-03-2010,Other,971
355,Employee_00355,HR,Talent Acquisition Specialist,Noida,7,31,L7,4,1042277,C,104227,125073,07-07-2012,Male,702
356,Employee_00356,Engineering,Data Engineer,Noida,8,35,L7,3,1320804,C,66040,158496,08-08-2009,Other,
357,Employee_00357,HR,HR Manager,Pune,4,26,L4,3,1084496,C,54224,130139,12-03-2008,Other,31
358,Employee_00358,Engineering,Tech Lead,Bangalore,5,28,L3,4,1274592,C,127459,152951,15-02-2025,Other,550
359,Employee_00359,Engineering,Data Engineer,Noida,9,31,L6,4,1186631,C,118663,142395,10-10-2021,Male,10
360,Employee_00360,Engineering,Fullstack Engineer,Bangalore,5,33,L5,4,1089277,C,108927,130713,24-05-2023,Female,664
361,Employee_00361,Finance,Financial Analyst,Chennai,9,36,L7,2,1104481,C,22089,132537,10-11-2019,Male,
362,Employee_00362,Engineering,ML Engineer,Mumbai,7,29,L6,4,1357711,C,135771,162925,18-12-2022,Female,94
363,Employee_00363,Finance,Accountant,Mumbai,11,35,L10,5,1474706,C,265447,176964,04-09-2006,Male,
364,Employee_00364,Engineering,Data Scientist,Chennai,7,38,L5,2,1295240,C,25904,155428,08-09-2008,Female,899
365,Employee_00365,Engineering,Frontend Engineer,Mumbai,8,33,L6,4,1303180,C,130318,156381,14-01-2013,Male,661
366,Employee_00366,Engineering,Frontend Engineer,Mumbai,6,28,L4,3,883279,D,44163,105993,10-09-2007,Male,1180
367,Employee_00367,Engineering,Data Scientist,Noida,4,29,L4,4,1233592,C,123359,148031,18-08-2020,Other,257
368,Employee_00368,Finance,Financial Analyst,Hyderabad,3,28,L3,3,705730,D,35286,84687,13-12-2020,Male,349
369,Employee_00369,Engineering,DevOps Engineer,Pune,6,30,L5,4,987209,D,98720,118465,15-09-2011,Female,423
370,Employee_00370,HR,HR Manager,Bangalore,7,32,L6,3,1049001,C,52450,125880,21-06-2017,Other,1106
371,Employee_00371,Engineering,Backend Engineer,Hyderabad,8,30,L5,3,1188157,C,59407,142578,12-01-2023,Male,95
372,Employee_00372,Finance,Financial Analyst,Bangalore,8,34,L5,2,736531,D,14730,88383,26-12-2009,Male,854
373,Employee_00373,Finance,Senior Financial Analyst,Pune,2,29,L3,5,865852,D,155853,103902,18-06-2019,Male,1109
374,Employee_00374,Finance,Billing Specialist,Chennai,5,29,L4,5,853368,D,153606,102404,07-09-2006,Male,381
375,Employee_00375,Engineering,Senior Software Engineer,Hyderabad,12,39,L10,4,2181925,B,218192,261831,24-01-2007,Female,
376,Employee_00376,Engineering,Senior Software Engineer,Bangalore,8,30,L6,3,1434545,C,71727,172145,23-09-2025,Other,586
377,Employee_00377,Finance,Finance Manager,Noida,6,28,L4,4,1085710,C,108571,130285,02-08-2013,Other,539
378,Employee_00378,Engineering,Data Engineer,Hyderabad,6,34,L4,3,808665,D,40433,97039,14-03-2009,Female,660
379,Employee_00379,Engineering,Tech Lead,Pune,4,26,L3,3,1243386,C,62169,149206,21-11-2018,Other,108
380,Employee_00380,HR,HR Manager,Noida,12,37,L9,5,1338066,C,240851,160567,19-10-2024,Other,516
381,Employee_00381,Finance,Finance Manager,Bangalore,11,36,L7,3,1371882,C,68594,164625,30-01-2008,Female,
382,Employee_00382,Engineering,ML Engineer,Noida,5,32,L5,5,1400766,C,252137,168091,29-12-2022,Other,145
383,Employee_00383,Engineering,Software Engineer,Pune,5,27,L5,2,1061270,C,21225,127352,19-03-2017,Female,1157
384,Employee_00384,Engineering,DevOps Engineer,Chennai,7,30,L7,2,1312718,C,26254,157526,25-01-2011,Male,
385,Employee_00385,Engineering,Software Engineer,Mumbai,8,30,L7,1,1256407,C,0,150768,03-02-2025,Female,
386,Employee_00386,Engineering,Software Engineer,Pune,6,35,L5,3,1182900,C,59145,141948,06-02-2018,Male,818
387,Employee_00387,Engineering,Data Scientist,Bangalore,4,29,L3,4,870130,D,87013,104415,24-12-2010,Other,520
388,Employee_00388,Engineering,Software Engineer,Hyderabad,8,35,L7,3,1341988,C,67099,161038,20-11-2022,Female,828
389,Employee_00389,HR,Talent Acquisition Specialist,Hyderabad,4,26,L3,4,501882,E,50188,60225,19-02-2012,Other,844
390,Employee_00390,Finance,Accountant,Chennai,10,32,L5,3,969415,D,48470,116329,20-11-2012,Other,917
391,Employee_00391,HR,Learning & Development Specialist,Hyderabad,7,29,L7,4,726061,D,72606,87127,08-10-2023,Female,1181
392,Employee_00392,Finance,Billing Specialist,Mumbai,9,32,L5,4,855359,D,85535,102643,10-01-2007,Male,1159
393,Employee_00393,Engineering,ML Engineer,Chennai,1,23,L1,2,1864183,B,37283,223701,10-06-2012,Other,157
394,Employee_00394,Engineering,ML Engineer,Hyderabad,7,29,L6,3,1437314,C,71865,172477,10-08-2025,Female,40
395,Employee_00395,Engineering,Software Engineer,Bangalore,1,28,L1,3,391233,E,19561,46947,28-07-2025,Male,420
396,Employee_00396,Engineering,Senior Software Engineer,Chennai,7,34,L6,4,1418735,C,141873,170248,19-05-2013,Other,342
397,Employee_00397,Engineering,Data Engineer,Chennai,7,33,L5,3,1064115,C,53205,127693,27-03-2012,Male,801
398,Employee_00398,Engineering,Data Scientist,Noida,4,28,L4,1,1014229,C,0,121707,06-12-2015,Other,828
399,Employee_00399,Finance,Accountant,Hyderabad,8,34,L7,3,900966,D,45048,108115,22-07-2020,Other,
400,Employee_00400,Engineering,DevOps Engineer,Hyderabad,8,38,L7,3,1351663,C,67583,162199,07-12-2008,Female,
401,Employee_00401,Engineering,Tech Lead,Noida,5,33,L5,3,1498323,C,74916,179798,26-12-2008,Other,288
402,Employee_00402,Engineering,Software Engineer,Noida,5,27,L5,5,1059813,C,190766,127177,16-04-2022,Other,251
403,Employee_00403,Engineering,Software Engineer,Hyderabad,7,30,L7,2,1326656,C,26533,159198,21-02-2023,Other,
404,Employee_00404,HR,HR Manager,Noida,10,33,L7,5,1205562,C,217001,144667,17-02-2016,Male,
405,Employee_00405,Finance,Accountant,Noida,8,30,L5,5,815892,D,146860,97907,02-03-2012,Male,6
406,Employee_00406,Engineering,Senior Software Engineer,Noida,6,28,L5,3,1423538,C,71176,170824,20-11-2024,Female,874
407,Employee_00407,Engineering,Frontend Engineer,Bangalore,12,39,L9,5,1614215,C,290558,193705,19-07-2020,Male,
408,Employee_00408,Engineering,DevOps Engineer,Mumbai,6,32,L3,3,788778,D,39438,94653,30-01-2006,Female,646
409,Employee_00409,Finance,Finance Manager,Noida,5,32,L4,3,1003218,C,50160,120386,03-11-2024,Female,985
410,Employee_00410,Engineering,Frontend Engineer,Pune,3,28,L3,3,915001,D,45750,109800,11-04-2007,Female,257
411,Employee_00411,HR,Learning & Development Specialist,Noida,7,35,L7,4,913629,D,91362,109635,14-02-2015,Male,
412,Employee_00412,Finance,Financial Analyst,Mumbai,4,29,L3,4,595029,E,59502,71403,08-05-2007,Male,675
413,Employee_00413,Finance,Accountant,Hyderabad,11,42,L10,4,1496370,C,149637,179564,07-09-2006,Other,
414,Employee_00414,Engineering,Senior Software Engineer,Mumbai,7,29,L7,3,1677078,C,83853,201249,13-01-2025,Female,
415,Employee_00415,Engineering,Software Engineer,Pune,7,34,L7,5,1269477,C,228505,152337,15-12-2024,Female,745
416,Employee_00416,Engineering,Data Scientist,Bangalore,10,33,L5,3,1080252,C,54012,129630,06-04-2009,Female,1029
417,Employee_00417,Engineering,Backend Engineer,Noida,10,33,L7,3,1270056,C,63502,152406,26-10-2019,Female,899
418,Employee_00418,Engineering,Tech Lead,Hyderabad,9,34,L5,3,1530886,C,76544,183706,28-10-2017,Other,801
419,Employee_00419,HR,HRBP,Hyderabad,6,28,L3,3,649230,D,32461,77907,04-08-2014,Male,31
420,Employee_00420,Engineering,Tech Lead,Noida,10,38,L7,3,1929864,B,96493,231583,24-06-2009,Male,
421,Employee_00421,Engineering,Software Engineer,Hyderabad,7,30,L5,4,977704,D,97770,117324,03-11-2006,Female,1177
422,Employee_00422,Finance,Financial Analyst,Mumbai,3,30,L3,4,572831,E,57283,68739,26-01-2025,Other,381
423,Employee_00423,Engineering,Tech Lead,Bangalore,7,30,L7,3,1896935,B,94846,227632,23-02-2009,Female,
424,Employee_00424,Finance,Finance Manager,Mumbai,10,32,L5,5,1160110,C,208819,139213,27-11-2010,Female,6
425,Employee_00425,Engineering,Frontend Engineer,Mumbai,3,25,L2,4,641112,D,64111,76933,28-08-2017,Male,184
426,Employee_00426,Engineering,Data Scientist,Noida,7,32,L7,4,1600777,C,160077,192093,27-12-2019,Female,
427,Employee_00427,Finance,Billing Specialist,Pune,8,31,L7,5,1143805,C,205884,137256,15-05-2006,Female,1015
428,Employee_00428,Engineering,Backend Engineer,Pune,6,28,L5,3,1138566,C,56928,136627,26-08-2015,Other,718
429,Employee_00429,Finance,Senior Financial Analyst,Pune,0,26,L2,3,747174,D,37358,89660,01-04-2025,Other,602
430,Employee_00430,Finance,Financial Analyst,Chennai,8,32,L7,3,1146756,C,57337,137610,15-12-2022,Other,
431,Employee_00431,Engineering,Fullstack Engineer,Hyderabad,8,31,L5,4,1109104,C,110910,133092,27-01-2015,Male,400
432,Employee_00432,Engineering,Data Scientist,Hyderabad,3,30,L2,4,757123,D,75712,90854,01-07-2014,Male,879
433,Employee_00433,Engineering,Data Engineer,Hyderabad,7,36,L7,3,1332123,C,66606,159854,07-05-2018,Female,
434,Employee_00434,HR,Talent Acquisition Specialist,Noida,7,30,L5,2,783995,D,15679,94079,24-06-2017,Female,310
435,Employee_00435,Engineering,Backend Engineer,Mumbai,3,25,L3,5,826024,D,148684,99122,28-07-2025,Male,184
436,Employee_00436,Engineering,Fullstack Engineer,Chennai,6,29,L5,5,1055604,C,190008,126672,11-07-2007,Female,79
437,Employee_00437,Engineering,Data Scientist,Hyderabad,3,27,L4,4,1178015,C,117801,141361,04-01-2022,Male,1029
438,Employee_00438,HR,HR Executive,Chennai,8,35,L5,4,503742,E,50374,60449,16-06-2024,Other,310
439,Employee_00439,Engineering,DevOps Engineer,Pune,4,26,L4,5,940896,D,169361,112907,22-11-2015,Other,671
440,Employee_00440,HR,Learning & Development Specialist,Pune,7,33,L5,5,848982,D,152816,101877,15-01-2014,Male,479
441,Employee_00441,Finance,Billing Specialist,Chennai,12,38,L10,2,1456034,C,29120,174724,14-12-2024,Female,
442,Employee_00442,HR,HR Manager,Bangalore,6,28,L5,3,1193675,C,59683,143241,10-01-2011,Female,256
443,Employee_00443,Engineering,Software Engineer,Mumbai,6,31,L4,5,903488,D,162627,108418,27-11-2023,Female,930
444,Employee_00444,HR,HR Executive,Hyderabad,5,29,L3,2,460603,E,9212,55272,06-09-2021,Female,331
445,Employee_00445,HR,Talent Acquisition Specialist,Mumbai,5,28,L5,3,685656,D,34282,82278,25-06-2019,Male,404
446,Employee_00446,Finance,Senior Financial Analyst,Pune,3,26,L2,4,669623,D,66962,80354,18-02-2014,Other,860
447,Employee_00447,Finance,Finance Manager,Chennai,7,29,L6,3,1245264,C,62263,149431,23-07-2016,Male,814
448,Employee_00448,Engineering,Senior Software Engineer,Mumbai,7,35,L7,4,1499987,C,149998,179998,17-01-2008,Other,
449,Employee_00449,HR,Learning & Development Specialist,Bangalore,7,33,L5,3,737055,D,36852,88446,07-09-2023,Male,256
450,Employee_00450,Engineering,Software Engineer,Hyderabad,5,27,L3,4,836080,D,83608,100329,04-08-2025,Female,288
451,Employee_00451,HR,HR Manager,Mumbai,13,36,L9,2,1363328,C,27266,163599,30-04-2016,Female,
452,Employee_00452,Finance,Financial Analyst,Noida,2,24,L2,4,511370,E,51137,61364,19-12-2015,Other,456
453,Employee_00453,Engineering,Frontend Engineer,Hyderabad,1,27,L2,4,561356,E,56135,67362,05-11-2012,Female,996
454,Employee_00454,Engineering,Data Scientist,Mumbai,11,37,L7,3,1528518,C,76425,183422,02-09-2013,Male,
455,Employee_00455,Engineering,Data Scientist,Chennai,0,22,L1,3,633110,D,31655,75973,10-07-2019,Male,1086
456,Employee_00456,Finance,Senior Financial Analyst,Mumbai,7,31,L7,3,1372012,C,68600,164641,14-06-2005,Other,
457,Employee_00457,Finance,Financial Analyst,Pune,8,33,L5,5,762769,D,137298,91532,26-06-2018,Male,1051
458,Employee_00458,Engineering,ML Engineer,Mumbai,6,30,L5,4,1306657,C,130665,156798,08-11-2011,Other,154
459,Employee_00459,Finance,Accountant,Pune,10,34,L6,4,921006,D,92100,110520,19-04-2015,Female,667
460,Employee_00460,Engineering,ML Engineer,Pune,3,27,L3,3,947342,D,47367,113681,28-06-2023,Other,618
461,Employee_00461,Engineering,Data Engineer,Chennai,6,28,L3,4,2470675,B,247067,296481,01-12-2023,Female,942
462,Employee_00462,Engineering,Backend Engineer,Noida,6,28,L5,3,1151256,C,57562,138150,12-09-2011,Other,879
463,Employee_00463,Engineering,Senior Software Engineer,Pune,9,34,L5,5,1298302,C,233694,155796,15-03-2011,Other,149
464,Employee_00464,Engineering,DevOps Engineer,Mumbai,2,28,L3,3,830046,D,41502,99605,06-01-2025,Other,971
465,Employee_00465,Engineering,Tech Lead,Hyderabad,10,33,L5,4,1573095,C,157309,188771,23-05-2010,Male,633
466,Employee_00466,Engineering,Fullstack Engineer,Pune,6,32,L5,2,1113479,C,22269,133617,21-02-2008,Other,284
467,Employee_00467,Engineering,Software Engineer,Noida,10,32,L6,5,1282603,C,230868,153912,27-10-2010,Female,254
468,Employee_00468,Finance,Finance Manager,Pune,4,26,L5,3,1061544,C,53077,127385,18-11-2020,Other,93
